央视,#genre#
无线新闻,https://tv.iill.top/tvb/4
明珠,http://zw9999.cnstream.top:80/play/ubI0Nrlni6TwusjXuSxNxEzv3SLBhKEUmYG73triGDY/ts
明珠,http://www.namewee.xyz/gudou.php?id=364&id=1351_4500
明珠,http://r.jdshipin.com/ZQ4kN
明珠,http://nas.jdshipin.com:8801/gudoufc.php?phone=18581519202&ptoken=8S6lHDnZOXb8fZ91xEBYwg%3D%3D&pserialnumber=004bfc8f56cd2797&cid=364&id=1351_4500
无线财经,https://tvp22.sky4k.top/index2.php
无线财经,http://zw9999.cnstream.top:80/play/ubI0Nrlni6TwusjXuSxNxNR4FqM3EgPoN7yqNVDCIzY/ts
无线财经,http://kkwk1122.top/tvvb.php?id=2&hq
无线财经,http://kkwk1122.top/tvvb.php?id=2
无线财经,https://tv.iill.top/tvb/6
凤凰资讯,http://162.19.247.76:22222/live/fenghuangzhixun/index.m3u8
凤凰资讯,http://103.112.191.9:880/LAOSAT1068.m3u8
凤凰资讯,http://61.221.81.93:8078/hls/20/80/phoenixif.m3u8
凤凰资讯,http://kkwk1122.top/fh.php?id=fhzx
凤凰资讯,http://113.117.74.28:8081/hls/36/index.m3u8
凤凰资讯,http://qspyx.7766.org:9999/tsfile/live/1105_1.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_audio.m3u8
凤凰资讯,http://r.jdshipin.com/0Rp07
凤凰中文,http://103.112.191.9:880/LAOSAT1015.m3u8
凤凰中文,http://60.208.16.27:1505/gudou.php?id=364&id=fhzw_1500
凤凰中文,http://61.221.81.93:8078/hls/21/80/phoenixch.m3u8
凤凰中文,http://162.19.247.76:22222/live/fenghuangweishi/index.m3u8
凤凰中文,http://yuniptvunql.chinayungu.cn:65530/live/fhzw/index.m3u8
凤凰中文,http://112.102.214.193:65530/live/fhzw/index.m3u8
凤凰中文,http://nas.jdshipin.com:8801/gudoufc.php?phone=18581519202&ptoken=8S6lHDnZOXb8fZ91xEBYwg%3D%3D&pserialnumber=004bfc8f56cd2797&cid=364&id=fhzw_1500
凤凰中文,http://kkwk1122.top/fh.php?id=fhzw
凤凰中文,http://r.jdshipin.com/cCCzW
凤凰香港,https://cntv.sbs/fs?id=fhhk&auth=2307100804
凤凰香港,http://lcx-olt.8866.org:8181/tsfile/live/1071_1.m3u8
凤凰香港,http://162.19.247.76:22222/live/fenghuangxianggang/index.m3u8
凤凰香港,http://kkwk1122.top/fh.php?id=fhhk
TVB星河,http://line.gofast-tv.me:80/play/live.php?mac=00:1A:79:6F:5A:5D&stream=153506&extension=ts&play_token=oBUI7V2RM0
TVB星河,http://zw9999.cnstream.top:80/play/ubI0Nrlni6TwusjXuSxNxKhNUGBfO_GdATzBMAV6h6g/ts
TVB星河,http://r.jdshipin.com/sXuuD
耀才財經台,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
星空卫视,http://nas.jdshipin.com:8801/gudoufc.php?phone=18581519202&ptoken=8S6lHDnZOXb8fZ91xEBYwg%3D%3D&pserialnumber=004bfc8f56cd2797&cid=364&id=xingkong_1500
澳亚卫视,http://nas.jdshipin.com:8801/gudoufc.php?phone=18581519202&ptoken=8S6lHDnZOXb8fZ91xEBYwg%3D%3D&pserialnumber=004bfc8f56cd2797&cid=364&id=aoya_1500
澳門蓮花,https://p.ggiptv.com/v/macaulotustv.php
澳門蓮花,http://anren.live/HK/BiIOU11uLA.m3u8
澳門蓮花,http://nettvpro.live/hls/lotustv.php?zgangd
有线,http://185.243.7.13/play/live.php?mac=00:1A:79:45:5E:9A&stream=153396&extension=ts&play_token=ICdnbP1fWe
有线,http://61.10.2.140/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
香港32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream5/streamPlaylist.m3u8
事件直播頻道,http://kkwk1122.top/tvvb.php?id=5
事件直播頻道,http://kkwk1122.top/tvb.php?id=5
香港衛視,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
Beautiful Life TV,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/playlist.m3u8
大爱1,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱2,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
大立电视台,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
NDR Fernsehen International,https://ndrint.akamaized.net/hls/live/2020766/ndr_int/index.m3u8?checkedby:iptvcat.com


卫视,#genre#
北京卫视,https://cntv.sbs/tv?auth=230830&id=bjws
东方卫视,https://cntv.sbs/tv?auth=230830&id=dfws
天津卫视,https://cntv.sbs/tv?auth=230830&id=tjws
重庆卫视,https://cntv.sbs/tv?auth=230830&id=cqws
黑龙江卫视,https://cntv.sbs/tv?auth=230830&id=hljws
吉林卫视,https://cntv.sbs/tv?auth=230830&id=jlws
辽宁卫视,https://cntv.sbs/tv?auth=230830&id=lnws
内蒙古卫视,https://cntv.sbs/tv?auth=230830&id=nmws
宁夏卫视,https://cntv.sbs/tv?auth=230830&id=nxws
甘肃卫视,https://cntv.sbs/tv?auth=230830&id=gsws
青海卫视,https://cntv.sbs/tv?auth=230830&id=qhws
陕西卫视,https://cntv.sbs/tv?auth=230830&id=sxws
河北卫视,https://cntv.sbs/tv?auth=230830&id=hbws
山西卫视,https://cntv.sbs/tv?auth=230830&id=sxiws
山东卫视,https://cntv.sbs/tv?auth=230830&id=sdws
安徽卫视,https://cntv.sbs/tv?auth=230830&id=ahws
河南卫视,https://cntv.sbs/tv?auth=230830&id=hnws
湖北卫视,https://cntv.sbs/tv?auth=230830&id=hubws
湖南卫视,https://cntv.sbs/tv?auth=230830&id=hunws
江西卫视,https://cntv.sbs/tv?auth=230830&id=jxws
江苏卫视,https://cntv.sbs/tv?auth=230830&id=jsws
浙江卫视,https://cntv.sbs/tv?auth=230830&id=zjws
东南卫视,https://cntv.sbs/tv?auth=230830&id=dnws
厦门卫视,https://cntv.sbs/tv?auth=230830&id=xmws
广东卫视,https://cntv.sbs/tv?auth=230830&id=gdws
深圳卫视,https://cntv.sbs/tv?auth=230830&id=szws
广西卫视,https://cntv.sbs/tv?auth=230830&id=gxws
云南卫视,https://cntv.sbs/tv?auth=230830&id=ynws
贵州卫视,https://cntv.sbs/tv?auth=230830&id=gzws
四川卫视,https://cntv.sbs/tv?auth=230830&id=scws
康巴卫视,https://cntv.sbs/tv?auth=230830&id=kbws
新疆卫视,https://cntv.sbs/tv?auth=230830&id=xjws
兵团卫视,https://cntv.sbs/tv?auth=230830&id=btws
西藏卫视,https://cntv.sbs/tv?auth=230830&id=xzws
海南卫视,https://cntv.sbs/tv?auth=230830&id=hinws
三沙卫视,https://cntv.sbs/tv?auth=230830&id=ssws
海峡卫视,https://cntv.sbs/tv?auth=230830&id=hxws
CGTN,https://cntv.sbs/tv?auth=230830&id=cgtn
北京纪实,https://cntv.sbs/tv?auth=230830&id=bjjskj
五星体育,https://cntv.sbs/tv?auth=230830&id=wxty
东方财经,https://cntv.sbs/tv?auth=230830&id=dfcj
上海第一财经,https://cntv.sbs/tv?auth=230830&id=dycj
哈哈炫动,https://cntv.sbs/tv?auth=230830&id=hhxd
SITV法治天地,https://cntv.sbs/tv?auth=230830&id=fztd
欢笑剧场,https://cntv.sbs/tv?auth=230830&id=hxjc
SITV都市剧场,https://cntv.sbs/tv?auth=230830&id=dsjc
上视新闻,https://cntv.sbs/tv?auth=230830&id=shxwzh
上海都市,https://cntv.sbs/tv?auth=230830&id=shds
上海外语,https://cntv.sbs/tv?auth=230830&id=shics
上海纪实,https://cntv.sbs/tv?auth=230830&id=shjsrw
SITV七彩戏剧,https://cntv.sbs/tv?auth=230830&id=qcxj
动漫秀场,https://cntv.sbs/tv?auth=230830&id=dmxc
SITV劲爆体育,https://cntv.sbs/tv?auth=230830&id=jbty
新视觉,https://cntv.sbs/tv?auth=230830&id=xsj
游戏风云,https://cntv.sbs/tv?auth=230830&id=yxfy
生活时尚,https://cntv.sbs/tv?auth=230830&id=shss
SITV金色学堂,https://cntv.sbs/tv?auth=230830&id=jspd
全纪实,https://cntv.sbs/tv?auth=230830&id=qjs
魅力足球,https://cntv.sbs/tv?auth=230830&id=mlzq
上海教育,https://cntv.sbs/tv?auth=230830&id=shjy
茶,https://cntv.sbs/tv?auth=230830&id=cpd
快乐垂钓,https://cntv.sbs/tv?auth=230830&id=klcd
金鹰纪实,https://cntv.sbs/tv?auth=230830&id=jyjs
湖南金鹰卡通,https://cntv.sbs/tv?auth=230830&id=jykt
嘉佳卡通,https://cntv.sbs/tv?auth=230830&id=jjkt
财富天下,https://cntv.sbs/tv?auth=230830&id=cftx
中国教育1台,https://cntv.sbs/tv?auth=230830&id=cetv1
中国教育2台,https://cntv.sbs/tv?auth=230830&id=cetv2
中国教育3台,http://txycetvbl.centv.cn/cetv3/bjdm.m3u8
中国教育4台,https://cntv.sbs/tv?auth=230830&id=cetv4
梨园,https://pi.0472.org/tv/hn.php?id=154
中国天气,https://cntv.sbs/tv?auth=230830&id=zgtq
福建综合,https://cntv.sbs/tv?auth=230830&id=fjzh
福建新闻,https://cntv.sbs/tv?auth=230830&id=fjxw
福建电视剧,https://cntv.sbs/tv?auth=230830&id=fjdsj
福建文体,https://cntv.sbs/tv?auth=230830&id=fjwt
福建少儿,https://cntv.sbs/tv?auth=230830&id=fjse
福建旅游,https://cntv.sbs/tv?auth=230830&id=fjly
福建经济,https://cntv.sbs/tv?auth=230830&id=fjjj
福建公共,https://cntv.sbs/tv?auth=230830&id=fjgg
福建教育,https://cntv.sbs/tv?auth=230830&id=fjjy
浙江公共新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江教科影视,http://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江数码时代,http://hw-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江民生休闲,http://hw-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江经视,http://hw-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江钱江都市,http://hw-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
CHC动作电影,http://pi.0472.org/tv/cbn.php?id=chcdzdyHD
CHC家庭影院,http://pi.0472.org/tv/cbn.php?id=chcjtyyHD
CHC高清电影,http://pi.0472.org/tv/cbn.php?id=chcgqdyHD


港澳台,#genre#
莲花卫视,https://cntv.sbs/tv/lhws.php
凤凰中文,http://pi.0472.org/tv/cbn.php?id=xfjcHD
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
RTHK32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream2/streamPlaylist.m3u8
CGTNDOCUMENTARY,https://livedoc.cgtn.com/500d/prog_index.m3u8
金砖电视,http://brics.bonus-tv.ru/cdn/brics/chinese/tracks-v1a1/index.m3u8
龙华电影,https://cntv.sbs/4gtv?id=litv-longturn03
龙华日韩台,https://cntv.sbs/4gtv?id=litv-longturn11
靖天电影台,https://cntv.sbs/4gtv?id=4gtv-4gtv061
影迷数位电影,https://cntv.sbs/4gtv?id=4gtv-4gtv011
爱尔达娱乐台,https://cntv.sbs/4gtv?id=4gtv-4gtv070
靖天日本台,https://cntv.sbs/4gtv?id=4gtv-4gtv047
i-Fun动漫台,https://cntv.sbs/4gtv?id=litv-ftv15
公视戏剧台,https://cntv.sbs/4gtv?id=4gtv-4gtv042
民视第一台,https://cntv.sbs/4gtv?id=4gtv-4gtv003
民视,https://cntv.sbs/4gtv?id=4gtv-4gtv002
中视,https://cntv.sbs/4gtv?id=4gtv-4gtv040
民视台湾台,https://cntv.sbs/4gtv?id=4gtv-4gtv001
民视综艺台,https://cntv.sbs/4gtv?id=4gtv-4gtv004
ELTV,https://cntv.sbs/4gtv?id=litv-longturn20
华视,https://cntv.sbs/4gtv?id=4gtv-4gtv052
民视新闻台,https://cntv.sbs/4gtv?id=litv-ftv13
中视新闻,https://cntv.sbs/4gtv?id=4gtv-4gtv074
中天新闻台,https://cntv.sbs/4gtv?id=4gtv-4gtv009
寰宇新闻,https://cntv.sbs/4gtv?id=litv-longturn14
民视旅游台,https://cntv.sbs/4gtv?id=litv-ftv07
大爱一台,https://cntv.sbs/4gtv?id=4gtv-live007
幸福空间居家台,https://cntv.sbs/4gtv?id=4gtv-live206
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
民视新闻台,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
长城精品,http://38.64.72.148:80/hls/modn/list/4008/chunklist1.m3u8
香港佛陀,https://js1.amtb.cn/liveedge/_definst_/livetv/playlist.m3u8
儒释道经,https://live.ciguang.tv/live/hdtv.m3u8?auth_key=5216465889-0-0-701a98b03302233fc07fa2ee9e85d39b
番薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8


精选,#genre#
看天下精选,https://cntv.sbs/tv?auth=230830&id=ktxjx
华语影院,https://cntv.sbs/tv?auth=230830&id=hyyy
电竞天堂,https://cntv.sbs/tv?auth=230830&id=djtt
青春动漫,https://cntv.sbs/tv?auth=230830&id=qcdm
星光影院,https://cntv.sbs/tv?auth=230830&id=xgyy
谍战剧场,https://cntv.sbs/tv?auth=230830&id=dzjc
全球大片,https://cntv.sbs/tv?auth=230830&id=qqdp
热门剧场,https://cntv.sbs/tv?auth=230830&id=rmjc
热门综艺,https://cntv.sbs/tv?auth=230830&id=rmzy
戏曲精选,https://cntv.sbs/tv?auth=230830&id=xqjx
健康养生,https://cntv.sbs/tv?auth=230830&id=jkys
百变课堂,https://cntv.sbs/tv?auth=230830&id=bbkt
宝宝动画,https://cntv.sbs/tv?auth=230830&id=bbdh


国外,#genre#
CGTN俄语,https://liveru.cgtn.com/1000r/prog_index.m3u8
CGTN法语,https://livefr.cgtn.com/1000f/prog_index.m3u8
CGTN西语,https://livees.cgtn.com/1000e/prog_index.m3u8
CGTN阿语,https://livear.cgtn.com/1000a/prog_index.m3u8
NHKWORLD,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index_4M.m3u8
CHANNELNEWSASIA,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
ALJAZEERA,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
ThaiPBS3,http://thaipbs-live.cdn.byteark.com/live/playlist_1080p/index.m3u8
FASHIONTV,http://lb.streaming.sk/fashiontv/stream/chunklist_w1906011378.m3u8
VOA美国之音,https://cntv.sbs/4gtv?id=litv-ftv03
半岛英语,https://cntv.sbs/4gtv?id=litv-ftv10
CNEX,https://cntv.sbs/4gtv?id=4gtv-4gtv013
MTV,https://cntv.sbs/4gtv?id=4gtv-live025
Love Nature,https://cntv.sbs/4gtv?id=4gtv-live208
HISTORY,https://cntv.sbs/4gtv?id=4gtv-live026
CI,https://cntv.sbs/4gtv?id=4gtv-live027
CNBCHONGKONG,https://cntv.sbs/4gtv?id=4gtv-live130
CHANNELNEWSASIA,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
CHANNELNEWSASIA,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index.m3u8
日·QVC,http://cdn-live1.qvc.jp/iPhone/800/800.m3u8
韩·BBS佛教,http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1403706733.m3u8
韩·EBS-1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/groundwavetablet500k.m3u8
韩·EBS-1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/playlist.m3u8
韩·EBS-1,http://ebsonairios.ebs.co.kr/plus1tablet500k/tablet500k/plus1tablet500k.index.m3u8
韩·EBS-2,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8
韩·EBS-2,http://ebsonairios.ebs.co.kr/plus2tablet500k/tablet500k/plus2tablet500k.index.m3u8
韩·EBS少儿,http://ebsonairios.ebs.co.kr/ebsutablet500k/_definst_/tablet500k/chunklist_w1965791004.m3u8
韩·KBC,http://119.77.96.184:1935/chn05/chn05/chunklist_w644291506.m3u8
韩·SBS,http://1.245.74.5:1935/live/tv/.m3u8
韩·阿里郎,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
韩·阿里郎WORLD,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch/master.m3u8
韩·职业,http://live.worktv.or.kr:1935/live/wowtvlive1.sdp/playlist.m3u8
VB,http://live.tv2bornholm.dk/stream/live/chunklist.m3u8
俄·IGITV蓝光,http://hls-igi.cdnvideo.ru/igi/igi_hq/playlist.m3u8
俄·RBC(Opt-1)[996*560],http://92.50.128.180/utv/1358/index.m3u8
美·NASA Public Channel,https://ntv1.akamaized.net/hls/live/2014075/NASA-NTV1-HLS/master_2000.m3u8
美·NASA Public Channel,https://ntv2.akamaized.net/hls/live/2013923/NASA-NTV2-HLS/master_2000.m3u8
美·红牛运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_1660.m3u8
美·红牛运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_928.m3u8
乌·M2音乐,http://live.m2.tv/hls3/stream.m3u8
西·加利西亚欧洲体育电视台,http://europa-crtvg.flumotion.com/playlist.m3u8
希·FoxTV,http://live.streams.ovh:1935/foxtv/foxtv/playlist.m3u8
越·HBTV,http://hoabinhtvlive.746b3ddb.cdnviet.com/hoabinhtv/playlist.m3u8
ABC新闻,http://cms-wowza.lunabyte.io/wbrz-live-1/_definst_/smil:wbrz-live.smil/chunklist_b1300000.m3u8
NewsmaxTV,http://nmxlive.akamaized.net/hls/live/529965/Live_1/index.m3u8
PBSAmerica,https://pbs-samsunguk.amagi.tv/playlist.m3u8
moviesphere,https://moviesphere-samsung-samsungus.amagi.tv/playlist.m3u8
EdgeSport,https://edgesport-samsunguk.amagi.tv/playlist.m3u8
CanadaOne,http://cdn8.live247stream.com/canadaone/tv/playlist.m3u8
CA,https://rcavlive.akamaized.net/hls/live/704025/xcanrdi/master.m3u8
InsightTV,https://insighttv-samsung-canada.amagi.tv/playlist.m3u8
Astrakhan24(Opt-2),http://streaming.astrakhan.ru/astrakhan24/index.m3u8
Самара,http://live.guberniatv.cdnvideo.ru/guberniatv/guberniatv.sdp/playlist.m3u8
Comedy,http://51.210.199.27/hls/stream.m3u8
Documentary,http://51.210.199.23/hls/stream.m3u8
Family,http://51.210.199.19/hls/stream.m3u8
Iranian,http://51.210.199.22/hls/stream.m3u8
Music,http://51.210.199.24/hls/stream.m3u8
Nostalgia,http://51.210.199.20/hls/stream.m3u8
韩国-Arirang,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
韩国-EBS1,http://ebsonairios.ebs.co.kr/groundwavefamilypc/familypc1m/playlist.m3u8
韩国-EBS2,http://ebsonairios.ebs.co.kr/ebs2familypc/familypc1m/playlist.m3u8
韩国-EBSe,http://ebsonairios.ebs.co.kr/plus3familypc/familypc1m/playlist.m3u8
韩国-KCTV,http://119.77.96.184:1935/chn05/chn05/chunklist_w1306745753.m3u8
韩国-MBC综合频道,http://vod.mpmbc.co.kr:1935/live/encoder-tv/playlist.m3u8
韩国-NBS Korea Agricultural Broadc,https://media.joycorp.co.kr:4443/live/live_720p/playlist.m3u8
日本购物1,http://stream1.shopch.jp/HLS/out1/prog_index.m3u8
伊拉克-SharqiyaNews,http://ns8.indexforce.com:1935/alsharqiyalive/mystream/playlist.m3u8
日本Shop Channel,https://stream3.shopch.jp/HLS/master.m3u8


韩国,#genre#
9,http://kkwk1122.top/kbs.php?id=9
8,http://kkwk1122.top/kbs.php?id=8
7,http://kkwk1122.top/kbs.php?id=7
6,http://kkwk1122.top/kbs.php?id=6
5,http://kkwk1122.top/kbs.php?id=5
4,http://kkwk1122.top/kbs.php?id=4
3,http://kkwk1122.top/kbs.php?id=3
2,http://kkwk1122.top/kbs.php?id=2
1,http://kkwk1122.top/kbs.php?id=1
